name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,offensive_index,defensive_index,speed_percentile,physical_special_bias,physical_bulk,special_bulk,bulk_bias,offense_to_bulk_ratio,speed_to_bulk_ratio,special_bulk_percentile,physical_bulk_percentile,type_defense_normal,type_defense_fire,type_defense_water,type_defense_grass,type_defense_electric,type_defense_ice,type_defense_fighting,type_defense_poison,type_defense_ground,type_defense_flying,type_defense_psychic,type_defense_bug,type_defense_rock,type_defense_ghost,type_defense_dragon,type_defense_dark,type_defense_steel,type_defense_fairy
cinccino,normal,,75,95,60,65,60,115,160,157.5,0.9009345794392524,0.1875,4500,4500,0.0,1.0158730094230286,0.7301587255228017,0.1560747663551402,0.17196261682242991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
cinderace,fire,,80,116,75,65,75,119,181,190.0,0.9186915887850468,0.281767955801105,6000,6000,0.0,0.952631573933518,0.6263157861772853,0.39158878504672895,0.38691588785046727,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0
clawitzer,water,,71,73,88,120,89,59,193,212.5,0.2560747663551402,-0.24352331606217617,6248,6319,0.005649717514124294,0.9082352898435987,0.277647057516955,0.4504672897196262,0.41495327102803736,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0
claydol,ground,psychic,60,70,105,70,120,75,140,255.0,0.4616822429906542,0.0,6300,7200,0.06666666666666667,0.5490196056901192,0.294117645905421,0.591588785046729,0.42336448598130844,1.0,2.0,1.0,0.5,2.0,1.0,2.0,4.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0
clefable,fairy,,95,70,73,95,90,60,165,210.5,0.2775700934579439,-0.15151515151515152,6935,8550,0.10429447852760736,0.7838479772738813,0.2850356280995932,0.7551401869158878,0.5233644859813084,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0
clodsire,poison,ground,130,75,60,45,100,20,120,225.0,0.013084112149532711,0.25,7800,13000,0.25,0.533333330962963,0.08888888849382716,0.9757009345794393,0.6485981308411215,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
cloyster,water,ice,50,95,180,85,45,70,180,250.0,0.3981308411214953,0.05555555555555555,9000,2250,-0.6,0.7199999971200001,0.27999999888,0.011214953271028037,0.77196261682243,1.0,1.0,0.25,1.0,1.0,0.5,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
coalossal,rock,fire,110,80,120,80,90,30,160,265.0,0.044859813084112146,0.0,13200,9900,-0.14285714285714285,0.6037735826272695,0.11320754674261303,0.8663551401869158,0.9626168224299065,1.0,1.0,0.5,2.0,1.0,4.0,0.5,1.0,0.5,2.0,1.0,4.0,0.5,1.0,0.5,1.0,1.0,1.0
cobalion,steel,fighting,91,90,129,90,72,108,180,246.5,0.8457943925233645,0.0,11739,6552,-0.2835820895522388,0.7302231207698859,0.4381338724619316,0.48785046728971965,0.9271028037383178,2.0,0.5,0.5,1.0,0.5,4.0,1.0,0.5,1.0,0.5,0.5,0.5,4.0,1.0,1.0,2.0,0.5,1.0
cofagrigus,ghost,,58,50,145,95,105,30,145,279.0,0.044859813084112146,-0.3103448275862069,8410,6090,-0.16,0.5197132597859739,0.1075268813350291,0.40654205607476634,0.72803738317757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0
comfey,fairy,,51,52,90,82,110,100,134,225.5,0.7700934579439253,-0.22388059701492538,4590,5610,0.1,0.5942350306242349,0.4434589780777872,0.3448598130841122,0.1925233644859813,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0
conkeldurr,fighting,,105,140,95,55,65,45,195,212.5,0.14579439252336449,0.4358974358974359,9975,6825,-0.1875,0.9176470545051904,0.21176470488581314,0.5364485981308411,0.8336448598130841,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5
copperajah,steel,,122,130,69,80,69,30,210,199.0,0.044859813084112146,0.23809523809523808,8418,8418,0.0,1.0552763766066513,0.1507537680866645,0.7420560747663552,0.7308411214953271,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0
corviknight,flying,steel,98,87,105,53,85,67,140,239.0,0.35887850467289717,0.24285714285714285,10290,8330,-0.10526315789473684,0.5857740561264684,0.2803347268605242,0.7327102803738318,0.8654205607476636,1.0,0.5,0.5,2.0,0.25,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,2.0
crabominable,fighting,ice,97,132,77,62,67,43,194,192.5,0.12429906542056075,0.36082474226804123,7469,6499,-0.06944444444444445,1.0077922025569237,0.22337662221622534,0.4822429906542056,0.5962616822429907,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,0.5
cradily,rock,grass,86,81,97,81,107,43,162,247.0,0.12429906542056075,0.0,8342,9202,0.049019607843137254,0.6558704426887837,0.1740890681210969,0.8205607476635514,0.719626168224299,1.0,1.0,2.0,0.5,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.25,1.0
cramorant,flying,water,70,85,55,85,95,85,170,185.0,0.5841121495327103,0.0,3850,6650,0.26666666666666666,0.9189189139517897,0.45945945697589485,0.5065420560747663,0.08598130841121496,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0
crawdaunt,water,dark,63,120,85,90,55,55,210,171.5,0.2308411214953271,0.14285714285714285,5355,3465,-0.21428571428571427,1.2244897887784851,0.32069970658484137,0.05046728971962617,0.29906542056074764,1.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,2.0,2.0,0.5,0.5,2.0,0.5
cresselia,psychic,,120,70,110,75,120,85,145,290.0,0.5841121495327103,-0.034482758620689655,13200,14400,0.043478260869565216,0.49999999827586206,0.2931034472651605,0.9878504672897196,0.9626168224299065,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0
crobat,poison,flying,85,90,80,70,80,130,160,202.5,0.9663551401869159,0.125,6800,6800,0.0,0.7901234528882792,0.6419753054717269,0.5308411214953271,0.5093457943925234,1.0,1.0,1.0,4.0,0.5,1.0,2.0,0.5,0.5,1.0,1.0,2.0,0.25,0.5,1.0,1.0,0.5,2.0
crustle,bug,rock,70,105,125,65,75,45,170,235.0,0.14579439252336449,0.23529411764705882,8750,5250,-0.25,0.7234042522408329,0.19148936088727933,0.28317757009345795,0.7504672897196262,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,2.0,0.25,0.5
cryogonal,ice,,80,50,50,95,135,105,145,225.0,0.8233644859813084,-0.3103448275862069,4000,10800,0.4594594594594595,0.6444444415802469,0.4666666645925926,0.9205607476635514,0.1102803738317757,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0
cursola,ghost,,60,95,50,145,130,30,240,210.0,0.044859813084112146,-0.20833333333333334,3000,7800,0.4444444444444444,1.142857137414966,0.14285714217687076,0.6691588785046729,0.04205607476635514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0
cyclizar,dragon,normal,70,95,65,85,65,121,180,165.0,0.9364485981308411,0.05555555555555555,4550,4550,0.0,1.0909090842975206,0.7333333288888889,0.17009345794392525,0.18317757009345795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.25,1.0
dachsbun,fairy,,57,80,115,50,80,95,130,223.5,0.702803738317757,0.23076923076923078,6555,4560,-0.1794871794871795,0.5816554783818547,0.4250559265098169,0.17757009345794392,0.4654205607476635,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0
darkrai,dark,,70,90,90,135,90,125,225,215.0,0.9532710280373832,-0.2,6300,6300,0.0,1.0465116230394809,0.5813953461330449,0.4411214953271028,0.42336448598130844,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5
decidueye,grass,ghost,78,107,75,100,100,70,207,214.0,0.3981308411214953,0.033816425120772944,5850,7800,0.14285714285714285,0.9672897151061228,0.3271028022098,0.6691588785046729,0.3579439252336449,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,2.0,0.5,2.0,2.0,0.5,0.5,0.5,1.0
dedenne,electric,fairy,67,58,57,81,67,101,139,157.5,0.797196261682243,-0.16546762589928057,3819,4489,0.08064516129032258,0.882539676936256,0.6412698371982868,0.14953271028037382,0.08224299065420561,1.0,0.5,2.0,0.5,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
delcatty,normal,,70,65,65,55,55,90,120,155.0,0.6429906542056075,0.08333333333333333,4550,3850,-0.08333333333333333,0.7741935433922997,0.5806451575442249,0.06822429906542056,0.18317757009345795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
delibird,ice,flying,45,55,45,65,45,75,120,112.5,0.4616822429906542,-0.08333333333333333,2025,2025,0.0,1.0666666571851853,0.6666666607407408,0.009345794392523364,0.009345794392523364,1.0,0.5,0.5,4.0,0.5,0.5,2.0,1.0,2.0,2.0,1.0,2.0,0.5,1.0,2.0,1.0,0.25,1.0
delphox,fire,psychic,75,69,72,114,100,104,183,209.5,0.8121495327102803,-0.2459016393442623,5400,7500,0.16279069767441862,0.8735083490524661,0.49642004536315015,0.6186915887850467,0.308411214953271,1.0,0.5,0.5,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,1.0,1.0,1.0
dewgong,water,ice,90,70,80,70,95,70,140,220.0,0.3981308411214953,0.0,7200,8550,0.08571428571428572,0.6363636334710744,0.3181818167355372,0.7551401869158878,0.5663551401869159,1.0,1.0,0.25,1.0,1.0,0.5,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
dhelmise,ghost,grass,70,131,100,86,90,40,217,225.0,0.10654205607476636,0.2073732718894009,7000,6300,-0.05263157894736842,0.9644444401580248,0.17777777698765432,0.4411214953271028,0.5280373831775701,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,2.0,0.5,2.0,2.0,0.5,0.5,0.5,1.0
dialga,steel,dragon,100,120,120,150,100,90,270,270.0,0.6429906542056075,-0.1111111111111111,12000,10000,-0.09090909090909091,0.9999999962962963,0.3333333320987654,0.883177570093458,0.9373831775700935,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,2.0
diancie,rock,fairy,50,100,150,100,150,50,200,325.0,0.19065420560747665,0.0,7500,7500,0.0,0.6153846134911243,0.15384615337278107,0.6186915887850467,0.6046728971962617,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.25,1.0
diggersby,normal,ground,85,56,77,50,77,78,106,196.5,0.48785046728971965,0.05660377358490566,6545,6545,0.0,0.5394402008170982,0.3969465628654119,0.48598130841121495,0.4588785046728972,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ditto,normal,,48,48,48,48,48,48,96,120.0,0.16635514018691588,0.0,2304,2304,0.0,0.7999999933333334,0.3999999966666667,0.014018691588785047,0.014018691588785047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
dodrio,normal,flying,60,110,70,60,60,110,170,160.0,0.8719626168224299,0.29411764705882354,4200,3600,-0.07692307692307693,1.062499993359375,0.687499995703125,0.05700934579439252,0.14018691588785046,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,0.25,1.0
dondozo,water,,150,100,115,65,65,35,165,255.0,0.08130841121495327,0.21212121212121213,17250,9750,-0.2777777777777778,0.6470588209919262,0.1372549014225298,0.8504672897196262,0.994392523364486,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0
donphan,ground,,90,120,120,60,60,50,180,225.0,0.19065420560747665,0.3333333333333333,10800,5400,-0.3333333333333333,0.7999999964444444,0.22222222123456792,0.31401869158878504,0.8943925233644859,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
dracovish,water,dragon,90,90,100,70,80,75,160,225.0,0.4616822429906542,0.125,9000,7200,-0.1111111111111111,0.7111111079506173,0.3333333318518519,0.591588785046729,0.77196261682243,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
dracozolt,electric,dragon,90,100,90,80,70,75,180,205.0,0.4616822429906542,0.1111111111111111,8100,6300,-0.125,0.8780487762046402,0.3658536567519334,0.4411214953271028,0.697196261682243,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
dragalge,poison,dragon,65,75,90,97,123,44,172,245.5,0.12990654205607477,-0.12790697674418605,5850,7995,0.15492957746478872,0.7006109951095275,0.17922606851639075,0.6897196261682244,0.3579439252336449,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,2.0,1.0,0.5,2.0
dragapult,dragon,ghost,88,120,75,100,75,142,220,194.0,0.9887850467289719,0.09090909090909091,6600,6600,0.0,1.134020612711234,0.7319587591136146,0.49439252336448597,0.47570093457943924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0
dragonite,dragon,flying,91,134,95,100,100,80,234,240.5,0.5214953271028038,0.1452991452991453,8645,9100,0.02564102564102564,0.9729729689273473,0.33264033125721276,0.8102803738317756,0.7457943925233644,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.25,1.0
drampa,normal,dragon,78,60,85,135,91,36,195,215.0,0.09065420560747664,-0.38461538461538464,6630,7098,0.03409090909090909,0.90697673996755,0.16744185968631695,0.5551401869158878,0.4822429906542056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.25,1.0
drapion,poison,dark,70,90,110,60,75,95,150,220.0,0.702803738317757,0.2,7700,5250,-0.1891891891891892,0.6818181787190083,0.4318181798553719,0.28317757009345795,0.6411214953271028,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0
drednaw,water,rock,90,115,90,48,68,74,163,203.0,0.4439252336448598,0.4110429447852761,8100,6120,-0.13924050632911392,0.8029556610691839,0.36453201790870926,0.411214953271028,0.697196261682243,1.0,4.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0
drifblim,ghost,flying,150,80,44,90,54,80,170,173.0,0.5214953271028038,-0.058823529411764705,6600,8100,0.10204081632653061,0.9826589538574627,0.46242774299174716,0.7149532710280374,0.47570093457943924,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,1.0,0.5,0.5,1.0
druddigon,dragon,,77,120,90,60,90,48,180,218.5,0.16635514018691588,0.3333333333333333,6930,6930,0.0,0.8237986232320429,0.2196796328618781,0.5401869158878505,0.5205607476635514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0
dubwool,normal,,72,80,100,60,90,88,140,226.0,0.616822429906542,0.14285714285714285,7200,6480,-0.05263157894736842,0.6194690238076592,0.38938052925052863,0.4803738317757009,0.5663551401869159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
dugtrio,ground,,35,100,50,50,70,120,150,137.5,0.9271028037383178,0.3333333333333333,1750,2450,0.16666666666666666,1.0909090829752066,0.8727272663801654,0.017757009345794394,0.004672897196261682,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
durant,bug,steel,58,109,112,48,48,109,157,189.0,0.8551401869158879,0.3885350318471338,6496,2784,-0.4,0.830687826292657,0.5767195736681504,0.028037383177570093,0.4504672897196262,1.0,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,2.0,0.25,1.0
dusknoir,ghost,,45,100,135,65,135,45,165,292.5,0.14579439252336449,0.21212121212121213,6075,6075,0.0,0.5641025621740083,0.1538461533201841,0.402803738317757,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0
dustox,bug,poison,60,50,70,50,90,65,100,190.0,0.32897196261682243,0.0,4200,5400,0.125,0.5263157867036011,0.34210526135734076,0.31401869158878504,0.14018691588785046,1.0,0.5,1.0,4.0,1.0,1.0,0.5,0.25,0.5,0.5,2.0,1.0,0.5,0.25,1.0,2.0,0.5,1.0
eelektross,electric,,85,115,80,105,80,50,220,202.5,0.19065420560747665,0.045454545454545456,6800,6800,0.0,1.086419747721384,0.24691357902758726,0.5308411214953271,0.5093457943925234,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
eldegoss,grass,,60,50,90,80,120,60,130,240.0,0.2775700934579439,-0.23076923076923078,5400,7200,0.14285714285714285,0.5416666644097222,0.24999999895833333,0.591588785046729,0.308411214953271,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0
electivire,electric,,75,123,67,95,85,95,218,189.5,0.702803738317757,0.12844036697247707,5025,6375,0.11842105263157894,1.150395772293426,0.5013192585682361,0.45981308411214955,0.2542056074766355,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
electrode,electric,,60,50,70,80,80,150,130,180.0,0.994392523364486,-0.23076923076923078,4200,4800,0.06666666666666667,0.7222222182098765,0.8333333287037037,0.205607476635514,0.14018691588785046,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
emboar,fire,fighting,110,123,65,100,65,65,223,185.0,0.32897196261682243,0.1031390134529148,7150,7150,0.0,1.2054053988897007,0.35135134945215485,0.5785046728971963,0.5514018691588785,2.0,0.5,0.5,2.0,1.0,4.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,2.0,0.5
emolga,electric,flying,55,75,60,75,60,103,150,147.5,0.8084112149532711,0.0,3300,3300,0.0,1.0169491456478024,0.6983050800114909,0.04672897196261682,0.056074766355140186,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.5,1.0,0.5,1.0
empoleon,water,steel,84,86,88,111,101,60,197,231.0,0.2775700934579439,-0.12690355329949238,7392,8484,0.06878306878306878,0.852813849122018,0.25974025861584304,0.7457943925233644,0.5869158878504673,1.0,1.0,0.25,0.5,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,1.0,2.0
entei,fire,,115,115,85,90,75,100,205,217.5,0.7700934579439253,0.12195121951219512,9775,8625,-0.0625,0.9425287312987185,0.45977011282864316,0.7626168224299066,0.8186915887850468,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0
escavalier,bug,steel,70,135,105,60,105,20,195,245.0,0.013084112149532711,0.38461538461538464,7350,7350,0.0,0.7959183640982924,0.08163265272802998,0.6056074766355141,0.5850467289719626,1.0,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,2.0,0.25,1.0
espathra,psychic,,95,60,60,101,60,105,161,167.5,0.8233644859813084,-0.2546583850931677,5700,5700,0.0,0.9611940241122745,0.6268656678993094,0.35700934579439253,0.34392523364485983,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0
espeon,psychic,,65,65,60,130,95,110,195,187.5,0.8719626168224299,-0.3333333333333333,3900,6175,0.22580645161290322,1.0399999944533334,0.5866666635377779,0.42149532710280374,0.09626168224299066,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0
eternatus,poison,dragon,140,85,95,145,95,130,230,260.0,0.9663551401869159,-0.2608695652173913,13300,13300,0.0,0.8846153812130177,0.4999999980769231,0.9794392523364486,0.9663551401869159,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,2.0,1.0,0.5,2.0
excadrill,ground,steel,110,135,60,50,65,88,185,180.0,0.616822429906542,0.4594594594594595,6600,7150,0.04,1.0277777720679013,0.48888888617283954,0.5785046728971963,0.47570093457943924,1.0,1.0,0.5,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0
exeggutor,grass,psychic,95,95,85,125,75,55,220,207.5,0.2308411214953271,-0.13636363636363635,8075,7125,-0.0625,1.0602409587458268,0.2650602396864567,0.5663551401869159,0.685981308411215,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,0.5,1.0,0.25,1.0
exploud,normal,,104,91,63,91,73,68,182,188.0,0.3663551401869159,0.0,6552,7592,0.07352941176470588,0.9680851012335899,0.361702125735627,0.6317757009345795,0.46261682242990654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
falinks,fighting,,65,100,100,70,60,75,170,192.5,0.4616822429906542,0.17647058823529413,6500,3900,-0.25,0.883116878529263,0.38961038758643957,0.07663551401869159,0.4542056074766355,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5
farigiraf,normal,psychic,120,90,70,110,70,60,200,200.0,0.2775700934579439,-0.1,8400,8400,0.0,0.999999995,0.29999999850000003,0.7373831775700934,0.7233644859813084,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.25,1.0
fearow,normal,flying,65,90,65,61,61,100,151,158.5,0.7700934579439253,0.19205298013245034,4225,3965,-0.031746031746031744,0.9526813820020102,0.6309148225178876,0.08411214953271028,0.15327102803738318,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,0.25,1.0
feraligatr,water,,85,105,100,79,83,78,184,225.5,0.48785046728971965,0.14130434782608695,8500,7055,-0.09289617486338798,0.8159645196631286,0.3458980029006741,0.5514018691588785,0.7364485981308411,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0
ferrothorn,grass,steel,74,94,131,54,116,20,148,284.0,0.013084112149532711,0.2702702702702703,9694,8584,-0.06072874493927125,0.521126758728427,0.07042253496330093,0.7588785046728972,0.8130841121495327,1.0,0.25,1.0,0.5,0.5,2.0,1.0,0.5,2.0,0.5,1.0,0.5,4.0,1.0,0.5,1.0,0.25,2.0
fezandipiti,poison,fairy,88,91,82,70,125,99,161,251.0,0.7448598130841122,0.13043478260869565,7216,11000,0.20772946859903382,0.6414342603926922,0.3944223091855685,0.9261682242990654,0.5794392523364486,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0
flamigo,flying,fighting,82,115,74,75,64,90,190,179.0,0.6429906542056075,0.21052631578947367,6068,5248,-0.07246376811594203,1.0614525080365782,0.5027932932804844,0.27476635514018694,0.3981308411214953,2.0,1.0,1.0,2.0,0.5,2.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,0.5,0.5
flapple,grass,dragon,70,110,80,95,60,70,205,175.0,0.3981308411214953,0.07317073170731707,5600,4200,-0.14285714285714285,1.171428564734694,0.39999999771428574,0.1205607476635514,0.3317757009345794,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,1.0
flareon,fire,,65,130,60,95,110,65,225,202.5,0.32897196261682243,0.15555555555555556,3900,7150,0.29411764705882354,1.1111111056241427,0.32098765273586344,0.5785046728971963,0.09626168224299066,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0
floatzel,water,,85,105,55,85,50,115,190,147.5,0.9009345794392524,0.10526315789473684,4675,4250,-0.047619047619047616,1.2881355844872164,0.7796610116633151,0.1383177570093458,0.19626168224299065,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0
florges,fairy,,78,65,68,112,154,75,177,261.0,0.4616822429906542,-0.2655367231638418,5304,12012,0.38738738738738737,0.6781609169419122,0.2873563207380984,0.9570093457943926,0.2897196261682243,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0
flutter-mane,ghost,fairy,55,55,55,135,135,135,190,217.5,0.9766355140186916,-0.42105263157894735,3025,7425,0.42105263157894735,0.873563214374422,0.6206896523186682,0.608411214953271,0.04672897196261682,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,1.0
