name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,offensive_index,defensive_index,speed_percentile,physical_special_bias,type_defense_normal,type_defense_fire,type_defense_water,type_defense_grass,type_defense_electric,type_defense_ice,type_defense_fighting,type_defense_poison,type_defense_ground,type_defense_flying,type_defense_psychic,type_defense_bug,type_defense_rock,type_defense_ghost,type_defense_dragon,type_defense_dark,type_defense_steel,type_defense_fairy,Offense_Bias,Defense_Lean,Bulk_Physical,Bulk_Special,Sweep_Index,Num_Resistances,Num_Weaknesses,Type_Synergy,Pivot_Potential,Wall_Potential,Stat_Balance
drednaw,water,rock,90,115,90,48,68,74,163,203.0,0.4439252336448598,0.4110429447852761,1.0,4.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.079911369506165,0.21363670793241776,0.3612040133779264,-0.5921388463501787,0.026371405271357694,0.0,0.4,-0.4713804367581638,-0.25292996610711044,0.21378414048096403,0.43315632592617326
drifblim,ghost,flying,150,80,44,90,54,80,170,173.0,0.5214953271028038,-0.0588235294117647,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,1.0,0.5,0.5,1.0,-0.21835121483248635,-0.6073658255120631,-0.04013377926421405,1.7508933129147524,0.09250801855768098,0.0,0.4,-0.4713804367581638,-0.15257506076755392,0.1505757664292406,1.54195363584264
druddigon,dragon,,77,120,90,60,90,48,180,218.5,0.1663551401869158,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.8651961566107689,1.0254799676702737,0.048160535117056855,-0.5155691679428279,-0.7199179670982413,-1.0,-1.2,-0.21212213223078275,-0.6816236633991029,0.6215355786377057,0.5471448351486085
dubwool,normal,,72,80,100,60,90,88,140,226.0,0.616822429906542,0.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.3389017144530685,0.11523146528836971,0.12040133779264214,-0.5921388463501787,0.7219149606012948,-0.6666666666666666,-1.6,2.121209867769955,0.23097376439306608,-0.16337057596792215,-0.36476323103163955
dugtrio,ground,,35,100,50,50,70,120,150,137.5,0.9271028037383178,0.3333333333333333,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.8651961525173679,-0.771677351668197,-1.3377926421404682,-1.2480857580398161,1.4048884549860143,-1.0,0.4,-1.7676765396388732,0.08467516461445421,-0.9008251140954472,1.563270945470714
durant,bug,steel,58,109,112,48,48,109,157,189.0,0.8551401869158879,0.3885350318471338,1.0,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,2.0,0.25,1.0,1.0177209744444253,-0.018896895994497835,-0.06795986622073578,-0.9841755997958141,0.983648965845662,1.3333333333333333,0.4,0.32634031352796905,0.6965730523000374,-0.6105239827118951,0.36476322039271214
dusknoir,ghost,,45,100,135,65,135,45,165,292.5,0.1457943925233644,0.2121212121212121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,0.5302815130994982,2.411858470976567,-0.1806020066889632,-0.9481878509443593,-0.695772440083076,-1.0,-0.8,-0.9898992063053373,-0.5692179529607777,0.7922707260802548,1.0942896748567574
dustox,bug,poison,60,50,70,50,90,65,100,190.0,0.3289719626168224,0.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5,0.25,0.5,0.5,2.0,1.0,0.5,0.25,1.0,2.0,0.5,1.0,-0.05581912067383625,0.04198069113558086,-0.6822742474916388,-0.9290454313425217,0.8072866398107903,1.3333333333333333,-0.4,0.8484847107438398,-0.5409168197742755,0.02125751820993571,-0.21885794518472163
eelektross,electric,,85,115,80,105,80,50,220,202.5,0.1906542056074766,0.0454545454545454,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.06977388520660231,0.686587445027804,0.013377926421404682,0.5832057172026545,-0.8768638953491651,-0.3333333333333333,-0.8,0.254545107768717,-0.5129009802690888,0.5581861594414613,0.3282868995389214
eldegoss,grass,,60,50,90,80,120,60,130,240.0,0.2775700934579439,-0.2307692307692307,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,-0.6934450656304837,0.5633538058920331,-0.3612040133779264,-0.46962736089841756,0.05645360756672196,1.0,-0.4,0.721211974435302,-0.38571705713861837,0.27060518441652653,0.43771586848365035
electivire,electric,,75,123,67,95,85,95,218,189.5,0.702803738317757,0.128440366972477,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.29906751049902736,-0.4160293730840442,-0.46153846153846156,0.12378764675855028,-0.04616913894278001,-0.3333333333333333,-0.8,0.254545107768717,0.41856006573166404,-0.4512437159350789,-0.17965949835328532
electrode,electric,,60,50,70,80,80,150,130,180.0,0.994392523364486,-0.2307692307692307,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-0.6934450656304837,-0.7100605273421237,-0.6822742474916388,-0.46962736089841756,2.814615788783366,-0.3333333333333333,-0.8,0.254545107768717,0.8349975464743407,-0.9112523801368139,1.0942896821520218
emboar,fire,fighting,110,123,65,100,65,65,223,185.0,0.3289719626168224,0.1031390134529148,2.0,0.5,0.5,2.0,1.0,4.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,2.0,0.5,0.22915871229445067,-0.052814421069206544,0.10702341137123746,1.1128126595201633,-0.6210620615230058,1.0,0.4,0.1767676686945239,-0.3052071802713713,0.395279017519822,-0.11784657967851316
emolga,electric,flying,55,75,60,75,60,103,150,147.5,0.8084112149532711,0.0,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.5,1.0,0.5,1.0,-0.05581911146368371,-0.567284977407077,-0.9230769230769231,-0.6419091373149566,0.9533670900422648,0.0,0.0,-0.21212125723139175,0.32797361604035197,-0.6977704792512517,-0.13927323677163508
empoleon,water,steel,84,86,88,111,101,60,197,231.0,0.2775700934579439,-0.1269035532994923,1.0,1.0,0.25,0.5,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,1.0,2.0,-0.40645943655349015,0.5222759239892895,0.1717725752508361,0.6850433894844309,-0.5689164946446487,0.0,0.0,-0.21212125723139175,-0.25201702632690076,0.46565046998257104,-0.16414345396423766
entei,fire,,115,115,85,90,75,100,205,217.5,0.7700934579439253,0.1219512195121951,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,0.28113769797654314,-0.2376648842282327,0.8093645484949833,0.9469116896375702,0.161099332648566,0.0,0.0,-0.21212125723139175,0.6897830626847273,-0.34797852083942016,-0.5106685178512591
escavalier,bug,steel,70,135,105,60,105,20,195,245.0,0.0130841121495327,0.3846153846153846,1.0,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,2.0,0.25,1.0,1.0068908144002306,5.18461530429185,0.1605351170568562,-0.622766717713119,-1.373704559423803,1.3333333333333333,0.4,0.32634031352796905,-0.9416403245500914,0.9911947531206243,5.197875795985694
espathra,psychic,,95,60,60,101,60,105,161,167.5,0.8233644859813084,-0.2546583850931677,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.7594518898403655,-0.5809586135116017,-0.2809364548494983,0.7542113323124043,0.8159475453732957,-0.6666666666666666,-0.8,-0.21212154889792856,0.645767953531365,-0.5970239474506089,-0.27357242327372966
espeon,psychic,,65,65,60,130,95,110,195,187.5,0.8719626168224299,-0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.9768343726108425,-0.6129673525942422,-0.7625418060200669,0.4619703930576825,0.4650702327687668,-0.6666666666666666,-0.8,-0.21212154889792856,1.08548539866939,-0.7519721133599976,0.18238161551582002
eternatus,poison,dragon,140,85,95,145,95,130,230,260.0,0.966355140186916,-0.2608695652173913,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,2.0,1.0,0.5,2.0,-0.7766136611479824,-0.384597306858627,1.7525083612040133,3.4864726901480347,0.4695117195313459,0.3333333333333333,-0.4,0.37121196151864055,1.95551700920928,-0.7206903152358983,-0.32184990058316504
excadrill,ground,steel,110,135,60,50,65,88,185,180.0,0.616822429906542,0.4594594594594595,1.0,1.0,0.5,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.2136884196503557,-0.4449214727195547,-0.04013377926421405,-0.29096477794793263,0.11277644322877275,-0.6666666666666666,0.0,-0.9898989470462262,-0.20666674274498165,-0.17378776735610865,0.7660027753178359
exeggutor,grass,psychic,95,95,85,125,75,55,220,207.5,0.2308411214953271,-0.1363636363636363,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,0.5,1.0,0.25,1.0,-0.4325980780305179,0.6193690965101385,0.35451505016722407,1.3361408882082695,-0.7863181668929776,1.0,0.0,0.4242423553719199,-0.32112656768877873,0.6272479069908018,0.2984426398031262
exploud,normal,,104,91,63,91,73,68,182,188.0,0.3663551401869159,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,-0.05581910822494876,-0.14342739519591596,-0.05297658862876254,0.7207759060745278,-0.29378920582421025,-0.6666666666666666,-1.6,2.121209867769955,-0.29252872907370814,0.2614876232885684,-0.38213290726612514
falinks,fighting,,65,100,100,70,60,75,170,192.5,0.4616822429906542,0.1764705882352941,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,0.43177720731110225,0.35796440185536454,-0.06688963210702341,-0.5334354262378764,-0.024668806346614156,0.3333333333333333,0.0,0.047137987110175195,-0.0035376416483127327,0.0761140047753857,-0.36476323103163955
farigiraf,normal,psychic,120,90,70,110,70,60,200,200.0,0.2775700934579439,-0.1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.25,1.0,-0.3321236865134309,0.1525749868645945,0.4414715719063545,1.6743236345074017,-0.5871175648326392,-0.3333333333333333,-0.8,0.254545107768717,-0.339613598238026,0.625232976354789,0.0
fearow,normal,flying,65,90,65,61,61,100,151,158.5,0.7700934579439253,0.1920529801324503,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,0.25,1.0,0.47483206726684235,-0.4841321772878112,-0.6755852842809364,-0.6827462991322103,0.8560973921400941,-0.3333333333333333,-0.4,-0.21212135445357905,0.16919056476737157,-0.5969232009188083,-0.3946618560358949
feraligatr,water,,85,105,100,79,83,78,184,225.5,0.4878504672897196,0.1413043478260869,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,0.33461127606517455,0.29476766106608665,0.4682274247491639,0.01914241960183767,-0.093446507164984,-0.3333333333333333,0.0,-0.545454560802827,0.11538417647125937,0.1615470637423308,-0.7154971013578996
ferrothorn,grass,steel,74,94,131,54,116,20,148,284.0,0.0130841121495327,0.2702702702702703,1.0,0.25,1.0,0.5,0.5,2.0,1.0,0.5,2.0,0.5,1.0,0.5,4.0,1.0,0.5,1.0,0.25,2.0,0.6909500211777262,6.786652645097617,0.7876923076923077,-0.6748340990301174,-1.2439411740647708,1.3333333333333333,0.0,0.5656564973982445,-0.9140238961987467,1.342699402573067,4.979017864661975
fezandipiti,poison,fairy,88,91,82,70,125,99,161,251.0,0.7448598130841122,0.1304347826086956,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,0.30457816716897906,-0.2644277469615428,0.12468227424749163,-0.1225114854517611,0.6674750467856194,0.6666666666666666,0.4,0.0,0.39858950803957577,-0.4084264399198058,-0.23449064386774746
flamigo,flying,fighting,82,115,74,75,64,90,190,179.0,0.6429906542056075,0.2105263157894736,2.0,1.0,1.0,2.0,0.5,2.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5258747441660885,-0.27189645383456795,-0.18247491638795987,-0.12506380806533945,0.10484242234770817,0.6666666666666666,0.4,0.0,0.18230266236063414,-0.29071419216393485,-0.22227759186167428
flapple,grass,dragon,70,110,80,95,60,70,205,175.0,0.3981308411214953,0.073170731707317,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,1.0,0.1463549761772657,0.12323364600164509,-0.3076923076923077,0.002552322613578356,-0.4219268211193161,0.6666666666666666,-0.4,0.5656564109785143,-0.10504513346038412,0.07566064538228272,-0.18238161551581977
flareon,fire,,65,130,60,95,110,65,225,202.5,0.3289719626168224,0.1555555555555555,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,0.37398801882270255,-0.14760953327399381,-0.7625418060200669,-0.11868300153139356,-0.6313843647516891,0.0,0.0,-0.21212125723139175,-0.3575871001609055,-0.020300426157829447,0.18238161551582002
floatzel,water,,85,105,55,85,50,115,190,147.5,0.9009345794392524,0.1052631578947368,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,0.23502781829018204,-0.6957725694723905,-0.5551839464882943,0.14931087289433384,0.6290545340862495,-0.3333333333333333,0.0,-0.545454560802827,0.5416015246094329,-0.7588228775224414,0.3282868995389214
florges,fairy,,78,65,68,112,154,75,177,261.0,0.4616822429906542,-0.2655367231638418,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,-0.7895092349441599,-0.16783248825241334,-0.38688963210702343,0.5349668198060235,-0.09418048174457619,-0.6666666666666666,-0.4,-0.6787879722313622,0.06504695933994446,-0.054624769542308424,0.40404542846661695
flutter-mane,ghost,fairy,55,55,55,135,135,135,190,217.5,0.9766355140186916,-0.4210526315789473,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,1.0,-1.219206811089352,-0.7830878740491737,-0.9966555183946488,0.20035732516590096,1.0484242234770826,-0.6666666666666666,0.0,-0.9898989470462262,1.328327380205183,-0.9129650711774246,0.4974044018825637
flygon,ground,dragon,80,100,80,80,80,100,180,200.0,0.7700934579439253,0.1111111111111111,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.25118597994116754,-0.2992817074931273,-0.09364548494983277,-0.06125574272588055,0.4310188467822917,-1.0,0.4,-1.7676765396388732,0.5304180123018634,-0.49023262374192766,-0.8207172641217635
forretress,bug,steel,75,90,140,60,60,40,150,237.5,0.1065420560747663,0.2,1.0,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,2.0,0.25,1.0,0.49679004692494755,3.0280266841135206,1.0033444816053512,-0.5461970393057682,-0.7199179682786893,1.3333333333333333,0.4,0.32634031352796905,-0.6650766298828011,1.2432625756858324,1.6414345077255963
froslass,ice,ghost,70,80,70,80,70,110,160,175.0,0.8719626168224299,0.0,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,-0.05581911031241483,-0.5009367647380424,-0.49498327759197325,-0.26544155181214907,0.9566871012198693,0.3333333333333333,0.8,-0.4242423553719202,0.6107567129603211,-0.7150988827209622,-0.4689812929463982
frosmoth,ice,bug,70,65,60,125,90,65,190,185.0,0.3289719626168224,-0.3157894736842105,1.0,0.25,0.5,4.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,2.0,0.25,0.5,-0.928359885213445,-0.14760953327399381,-0.6822742474916388,0.5385400714650331,-0.41936968939083313,1.3333333333333333,0.4,0.32634031352796905,-0.2004473404923028,0.02125751820993571,0.09119080775791014
furfrou,normal,,75,80,60,65,90,102,145,187.5,0.8046728971962617,0.1034482758620689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.23001321113988912,-0.560247076472896,-0.6020066889632107,-0.4504849412965799,1.0202252225438304,-0.6666666666666666,-1.6,2.121209867769955,0.21134555911855651,-0.629464330690416,-0.32828690792847554
furret,normal,,85,76,64,45,55,90,121,161.5,0.6429906542056075,0.256198347107438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.6520686478684702,-0.4088227276044156,-0.3505016722408027,-0.7184788157223073,1.1809935585435969,-0.6666666666666666,-1.6,2.121209867769955,-0.18059090027274066,-0.3251997299992948,-1.2158773875521188e-08
gallade,psychic,fighting,68,125,65,65,115,80,190,214.0,0.5214953271028038,0.3157894736842105,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,0.5,0.8167216700419956,-0.283877504180087,-0.6234113712374582,-0.5666156202143952,-0.1048424223477084,0.3333333333333333,0.4,-0.21212119889807587,-0.182930308459528,-0.22983306299680634,-0.08417612754011765
galvantula,bug,electric,70,77,60,97,60,108,174,155.0,0.8457943925233645,-0.1149425287356321,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,2.0,0.5,0.5,-0.373410579553284,-0.6005195096143667,-0.6822742474916388,0.03828483920367534,0.6905138839208905,1.3333333333333333,-0.4,0.8484847107438398,0.6436681920368827,-0.7030092989048853,-0.21885793861898353
garbodor,poison,,80,95,82,60,82,75,155,204.0,0.4616822429906542,0.2258064516129032,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5680944551873427,0.062203651169739596,-0.050836120401337795,-0.46962736089841756,0.14542658354610227,0.0,-0.8,0.5656562381390683,-0.19557452441543316,0.05547104040943398,-0.45595403878954943
garchomp,dragon,ground,108,130,95,80,85,102,210,234.0,0.8046728971962617,0.238095238095238,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.6020489407530935,-0.13738652457207776,0.9391304347826087,0.5104645227156712,0.15277038781948846,-1.0,0.4,-1.7676765396388732,0.7636741261454539,-0.41298018315719476,-0.4103586275013414
gardevoir,psychic,fairy,68,65,65,125,115,80,190,214.0,0.5214953271028038,-0.3157894736842105,1.0,0.5,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.25,1.0,-0.928359885213445,-0.283877504180087,-0.6234113712374582,0.47473200612557426,-0.1048424223477084,-0.3333333333333333,0.0,-0.545454560802827,0.27239840692008355,-0.22983306299680634,-0.08417612754011765
garganacl,rock,,100,100,130,45,90,35,145,270.0,0.0813084112149532,0.3793103448275862,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.9922327397765708,3.2920987635118104,1.6722408026755853,-0.5461970393057682,-0.8206631006373106,-0.3333333333333333,0.0,-0.545454560802827,-0.7820470392221751,1.466466516890156,1.8759251397757597
gastrodon,water,ground,111,83,68,92,82,39,175,205.5,0.0943925233644859,-0.0514285714285714,1.0,4.0,0.5,0.25,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,4.0,1.0,-0.1979186068389067,0.8635383082059002,0.21351170568561872,0.9116896375701888,-0.8944556379155608,-0.3333333333333333,0.8,-0.9898988606265031,-0.7896929098814317,0.8811694657411421,0.9259374046679864
genesect,bug,steel,71,120,95,120,95,99,240,225.5,0.7448598130841122,0.0,1.0,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,2.0,0.25,1.0,-0.055819104556069525,-0.10260578688826606,-0.0013377926421404682,0.47983665135273096,-0.1389162078087345,1.3333333333333333,0.4,0.32634031352796905,1.0485113375708952,-0.42373991275350353,-0.33907567477482425
gengar,ghost,poison,60,65,60,130,75,110,195,165.0,0.8719626168224299,-0.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,-0.9768343726108425,-0.6129673525942422,-0.842809364548495,0.29606942317508933,0.4650702327687668,0.0,-0.4,0.12121196300673746,1.08548539866939,-0.764263190239676,0.18238161551582002
gholdengo,steel,ghost,87,60,95,133,91,84,193,229.5,0.5598130841121496,-0.3782383419689119,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,-1.1009089680407285,0.1085629771769585,0.40535117056856185,1.2585502807554876,-0.04834702363506481,0.3333333333333333,0.4,-0.21212119889807587,0.6674502733113465,0.0005641805780835489,0.23709610017056568
gigalith,rock,,85,135,130,60,80,25,195,252.5,0.0186915887850467,0.3846153846153846,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0068908144002306,5.122998547573119,1.1505016722408026,-0.3930576824910669,-1.2715504043019938,-0.3333333333333333,0.0,-0.545454560802827,-0.8941103972429214,1.4468713164549314,3.7205848186422266
glaceon,ice,,65,60,110,130,95,65,190,237.5,0.3289719626168224,-0.3684210526315789,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,-1.0737833481513985,0.8003415887738793,0.10702341137123746,0.4619703930576825,-0.41936968939083313,0.0,0.0,-0.21212125723139175,0.0876422189001356,0.395279017519822,0.18238161551582002
glalie,ice,,80,80,80,80,80,80,160,200.0,0.5214953271028038,0.0,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,-0.05581911031241483,-0.05281441751438986,-0.09364548494983277,-0.06125574272588055,0.20968484272962104,0.0,0.0,-0.21212125723139175,0.044734049230277774,-0.06145538439839205,-1.0942896885353781
glastrier,ice,,100,145,130,65,110,30,210,290.0,0.0448598130841121,0.3809523809523809,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.9967697689253939,4.054973678623188,1.6722408026755853,-0.03573251659009699,-1.2131766011667677,0.0,0.0,-0.21212125723139175,-0.8245557977381914,1.5568361559153328,3.100487375617824
glimmora,rock,poison,83,55,90,130,81,86,185,212.5,0.6074766355140186,-0.4054054054054054,1.0,2.0,1.0,2.0,1.0,2.0,0.5,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,-1.175972808827982,0.004503558597148346,0.19264214046822742,1.0592138846350179,0.06970604270286787,0.6666666666666666,0.8,-0.2121211600091969,0.7310365290029555,-0.14073283027231778,0.3979235208428447
gliscor,ground,flying,75,95,125,45,75,95,140,237.5,0.702803738317757,0.3571428571428571,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9309829553018014,0.3363444684913145,0.7023411371237458,-0.8333333333333334,0.9211155626875034,-1.3333333333333333,0.0,-2.5454541322315207,0.4969815928516813,-0.20290351504649454,0.851114188853306
gogoat,grass,,123,100,62,97,81,68,197,204.5,0.3663551401869159,0.015228426395939,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,-0.013742267530851919,-0.16154999018854338,0.23438127090301003,1.3504338948443084,-0.4071292032757964,1.0,-0.4,0.721211974435302,-0.26405641967841675,0.40384247272287654,-0.01764983259242905
golduck,water,,80,82,78,95,80,85,177,198.0,0.5841121495327103,-0.0734463276836158,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,-0.2587546755000748,-0.15430094886546328,-0.13645484949832776,0.2450229709035222,0.1309049446776191,-0.3333333333333333,0.0,-0.545454560802827,0.27566216663433335,-0.180578083599472,-0.8557906522942746
golem,rock,ground,80,120,130,55,65,45,175,235.0,0.1457943925233644,0.3714285714285714,1.0,4.0,1.0,0.5,2.0,2.0,0.5,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9704550434383644,2.274932198728123,0.9765886287625418,-0.5717202654415519,-0.7578609391470253,-0.3333333333333333,1.2,-1.1454543722314539,-0.6142372958723709,1.1008573529856238,0.972701931855032
golisopod,bug,water,75,125,140,60,90,40,185,267.5,0.1065420560747663,0.3513513513513513,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,0.5,2.0,1.0,0.5,0.9149807660905634,3.0280266841135206,1.0033444816053512,-0.5461970393057682,-0.9209131693929439,1.0,0.0,0.4242423553719199,-0.6650766298828011,1.2432625756858324,1.6414345077255963
golurk,ground,ghost,89,124,80,55,80,55,179,204.5,0.2308411214953271,0.3854748603351955,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,2.0,1.0,1.00926558342002,0.5073385096723986,0.09899665551839465,-0.4453802960694232,-0.5581833998225539,-0.6666666666666666,1.2,-1.5084172844948422,-0.6241084572458886,0.5241842049587445,0.2785464635951828
goodra,dragon,,90,100,70,110,150,80,210,265.0,0.5214953271028038,-0.0476190476190476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,-0.18739271559150605,-0.20685647529152126,-0.12040133779264214,0.8320571720265442,-0.26460230325964534,-1.0,-1.2,-0.21212213223078275,0.1965102876901483,-0.06145538439839205,0.15632710459667049
