name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,id,offensive_index,defensive_index,speed_percentile,physical_special_bias,physical_bulk,special_bulk,bulk_bias,offense_to_bulk_ratio,speed_to_bulk_ratio,special_bulk_percentile,physical_bulk_percentile,type_defense_normal,type_defense_fire,type_defense_water,type_defense_grass,type_defense_electric,type_defense_ice,type_defense_fighting,type_defense_poison,type_defense_ground,type_defense_flying,type_defense_psychic,type_defense_bug,type_defense_rock,type_defense_ghost,type_defense_dragon,type_defense_dark,type_defense_steel,type_defense_fairy,bst,cluster,archetype
furfrou,normal,,75,80,60,65,90,102,,145,187.5,0.7723279648609077,0.1034482758620689,4500,6750,0.2,0.773333329208889,0.5439999970986666,0.5248901903367497,0.1632503660322108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,472,3,Balanced All-Rounder
furret,normal,,85,76,64,45,55,90,,121,161.5,0.5966325036603221,0.256198347107438,5440,4675,-0.0756302521008403,0.7492260015527802,0.5572755383450431,0.1654465592972181,0.3177159590043923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,415,3,Balanced All-Rounder
gallade,psychic,fighting,68,125,65,65,115,80,,190,214.0,0.4721815519765739,0.3157894736842105,4420,7820,0.2777777777777778,0.8878504631408857,0.3738317739540571,0.6669106881405563,0.1588579795021961,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,0.5,518,3,Physical Attacker
galvantula,bug,electric,70,77,60,97,60,108,,174,155.0,0.8162518301610542,-0.1149425287356321,4200,4200,0.0,1.1225806379188346,0.6967741890530698,0.109809663250366,0.1354319180087847,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,2.0,0.5,0.5,472,8,Fast Attacker
garbodor,poison,,80,95,82,60,82,75,,155,204.0,0.4150805270863836,0.2258064516129032,6560,6560,0.0,0.7598039178440984,0.367647057021338,0.4948755490483162,0.4626647144948755,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,474,3,Physical Attacker
garchomp,dragon,ground,108,130,95,80,85,102,,210,234.0,0.7723279648609077,0.238095238095238,10260,9180,-0.0555555555555555,0.8974358936007013,0.4358974340346263,0.7979502196193266,0.8521229868228404,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,600,0,Fast Attacker
gardevoir,psychic,fairy,68,65,65,125,115,80,,190,214.0,0.4721815519765739,-0.3157894736842105,4420,7820,0.2777777777777778,0.8878504631408857,0.3738317739540571,0.6669106881405563,0.1588579795021961,1.0,0.5,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.25,1.0,518,0,Balanced All-Rounder
garganacl,rock,,100,100,130,45,90,35,,145,270.0,0.0695461200585651,0.3793103448275862,13000,9000,-0.1818181818181818,0.537037035048011,0.1296296291495199,0.7767203513909224,0.9502196193265008,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,500,10,Defensive Tank
gastrodon,water,ground,111,83,68,92,82,39,,175,205.5,0.0856515373352855,-0.0514285714285714,7548,9102,0.0933333333333333,0.8515815043718662,0.1897810209743016,0.7935578330893118,0.5944363103953147,1.0,4.0,0.5,0.25,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,4.0,1.0,475,1,Balanced All-Rounder
genesect,bug,steel,71,120,95,120,95,99,,240,225.5,0.7130307467057101,0.0,6745,6745,0.0,1.0643015473866897,0.4390243882970093,0.5197657393850659,0.493411420204978,1.0,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,2.0,0.25,1.0,600,5,Balanced All-Rounder
gengar,ghost,poison,60,65,60,130,75,110,,195,165.0,0.8448023426061494,-0.3333333333333333,3600,4500,0.1111111111111111,1.1818181746556475,0.6666666626262626,0.1405563689604685,0.0644216691068814,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,500,3,Fast Attacker
gholdengo,steel,ghost,87,60,95,133,91,84,,193,229.5,0.5065885797950219,-0.3782383419689119,8265,7917,-0.021505376344086,0.8409586020001804,0.3660130703005966,0.6749633967789166,0.7086383601756955,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,550,2,Defensive Tank
gigalith,rock,,85,135,130,60,80,25,,195,252.5,0.0146412884333821,0.3846153846153846,11050,6800,-0.238095238095238,0.7722772246642486,0.0990099005979806,0.5314787701317716,0.8982430453879942,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,515,10,Balanced All-Rounder
glaceon,ice,,65,60,110,130,95,65,,190,237.5,0.3008784773060029,-0.3684210526315789,7150,6175,-0.073170731707317,0.799999996631579,0.2736842093739612,0.4282576866764275,0.541727672035139,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,525,2,Defensive Tank
glalie,ice,,80,80,80,80,80,80,,160,200.0,0.4721815519765739,0.0,6400,6400,0.0,0.799999996,0.399999998,0.4780380673499268,0.4436310395314787,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,480,2,Defensive Tank
glastrier,ice,,100,145,130,65,110,30,,210,290.0,0.0373352855051244,0.3809523809523809,13000,11000,-0.0833333333333333,0.7241379285374554,0.1034482755053507,0.9128843338213762,0.9502196193265008,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,580,2,Defensive Tank
glimmora,rock,poison,83,55,90,130,81,86,,185,212.5,0.5585651537335286,-0.4054054054054054,7470,6723,-0.0526315789473684,0.8705882311972318,0.4047058804484429,0.5168374816983895,0.5797950219619327,1.0,2.0,1.0,2.0,1.0,2.0,0.5,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,525,10,Balanced All-Rounder
gliscor,ground,flying,75,95,125,45,75,95,,140,237.5,0.6654465592972182,0.3571428571428571,9375,5625,-0.25,0.5894736817285319,0.3999999983157895,0.3462664714494876,0.7869692532942899,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,510,0,Physical Attacker
gogoat,grass,,123,100,62,97,81,68,,197,204.5,0.3338213762811127,0.015228426395939,7626,9963,0.1328671328671328,0.9633251786634466,0.3325183357823064,0.8433382137628112,0.6076134699853587,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,531,8,Balanced All-Rounder
golduck,water,,80,82,78,95,80,85,,177,198.0,0.5314787701317716,-0.0734463276836158,6240,6400,0.0126582278481012,0.8939393894245485,0.4292929271247832,0.4780380673499268,0.4128843338213763,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,500,10,Balanced All-Rounder
golem,rock,ground,80,120,130,55,65,45,,175,235.0,0.1332357247437774,0.3714285714285714,10400,5200,-0.3333333333333333,0.7446808478949751,0.1914893608872793,0.2562225475841874,0.8601756954612005,1.0,4.0,1.0,0.5,2.0,2.0,0.5,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,495,9,Generalist
golisopod,bug,water,75,125,140,60,90,40,,185,267.5,0.0951683748169839,0.3513513513513513,10500,6750,-0.217391304347826,0.6915887824613504,0.149532709721373,0.5248901903367497,0.8718887262079063,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,0.5,2.0,1.0,0.5,530,3,Defensive Tank
golurk,ground,ghost,89,124,80,55,80,55,,179,204.5,0.212298682284041,0.3854748603351955,7120,7120,0.0,0.8753056191916596,0.2689486539415713,0.5563689604685212,0.5314787701317716,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,2.0,1.0,483,1,Balanced All-Rounder
goodra,dragon,,90,100,70,110,150,80,,210,265.0,0.4721815519765739,-0.0476190476190476,6300,13500,0.3636363636363636,0.7924528271982912,0.3018867913136348,0.9765739385065886,0.4238653001464129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,600,2,Balanced All-Rounder
gorebyss,water,,55,84,105,114,75,52,,198,207.5,0.1976573938506588,-0.1515151515151515,5775,4125,-0.1666666666666666,0.954216862871244,0.2506024084308317,0.0885797950219619,0.3572474377745241,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,485,10,Balanced All-Rounder
gothitelle,psychic,,70,55,95,95,110,65,,150,240.0,0.3008784773060029,-0.2666666666666666,6650,7700,0.073170731707317,0.6249999973958333,0.2708333322048611,0.6515373352855052,0.4809663250366032,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,490,0,Balanced All-Rounder
gouging-fire,fire,dragon,105,115,121,65,93,91,,180,266.5,0.623718887262079,0.2777777777777778,12705,9765,-0.1308411214953271,0.6754221363023559,0.3414634133528577,0.8301610541727672,0.9428989751098096,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,590,5,Physical Attacker
grafaiai,poison,normal,63,95,65,80,72,110,,175,168.5,0.8448023426061494,0.0857142857142857,4095,4536,0.0510948905109489,1.0385756614921329,0.6528189872236262,0.1464128843338213,0.1156661786237188,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.25,0.5,1.0,1.0,0.5,2.0,485,3,Fast Attacker
granbull,fairy,,90,120,75,60,60,45,,180,180.0,0.1332357247437774,0.3333333333333333,6750,5400,-0.1111111111111111,0.9999999944444444,0.2499999986111111,0.3162518301610542,0.4978038067349927,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,450,2,Defensive Tank
grapploct,fighting,,80,118,90,70,80,42,,188,210.0,0.1054172767203514,0.2553191489361702,7200,6400,-0.0588235294117647,0.8952380909750567,0.199999999047619,0.4780380673499268,0.5541727672035139,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,480,3,Balanced All-Rounder
great-tusk,ground,fighting,115,131,131,53,53,87,,184,241.5,0.5651537335285505,0.4239130434782608,15065,6095,-0.4239130434782608,0.7619047587498767,0.360248445713257,0.4187408491947291,0.9824304538799414,2.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,4.0,1.0,1.0,2.0,2.0,0.5,570,1,Physical Attacker
greedent,normal,,120,95,95,55,75,20,,150,230.0,0.0102489019033674,0.2666666666666666,11400,9000,-0.1176470588235294,0.6521739102079396,0.0869565213610586,0.7767203513909224,0.9062957540263544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,460,3,Balanced All-Rounder
greninja,water,dark,72,95,67,103,71,122,,198,174.0,0.9187408491947292,-0.0404040404040404,4824,5112,0.0289855072463768,1.137931027942925,0.7011494212577619,0.2474377745241581,0.2108345534407028,1.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,2.0,2.0,0.5,0.5,2.0,0.5,530,10,Fast Attacker
grimmsnarl,dark,fairy,95,120,65,95,75,60,,215,187.5,0.2532942898975109,0.1162790697674418,6175,7125,0.0714285714285714,1.146666660551111,0.3199999982933333,0.5644216691068814,0.4062957540263543,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,0.5,0.5,510,4,Fast Attacker
groudon,ground,,100,150,140,100,90,90,,250,280.0,0.5966325036603221,0.2,14000,9000,-0.217391304347826,0.8928571396683673,0.3214285702806122,0.7767203513909224,0.9677891654465594,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,670,1,Physical Attacker
grumpig,psychic,,80,45,65,90,110,80,,135,215.0,0.4721815519765739,-0.3333333333333333,5200,8800,0.2571428571428571,0.6279069738236885,0.3720930215251487,0.7540263543191801,0.260614934114202,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,470,0,Balanced All-Rounder
gumshoos,normal,,88,110,60,55,60,45,,165,164.0,0.1332357247437774,0.3333333333333333,5280,5280,0.0,1.0060975548408686,0.2743902422293278,0.2906295754026354,0.287701317715959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,418,3,Balanced All-Rounder
guzzlord,dark,dragon,223,101,53,97,53,43,,198,217.5,0.1112737920937042,0.0202020202020202,11819,11819,0.0,0.9103448234007134,0.1977011485163165,0.9399707174231332,0.9224011713030746,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,570,2,Defensive Tank
gyarados,water,flying,95,125,79,60,100,81,,185,226.5,0.4948755490483162,0.3513513513513513,7505,9500,0.1173184357541899,0.8167770383365253,0.357615892460857,0.8118594436310396,0.5907759882869692,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,540,10,Physical Attacker
hariyama,fighting,,144,120,60,40,60,50,,160,192.0,0.1756954612005856,0.5,8640,8640,0.0,0.8333333289930556,0.2604166653103298,0.746705710102489,0.7349926793557833,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,474,3,Balanced All-Rounder
hatterene,psychic,fairy,57,90,95,136,103,29,,226,226.5,0.0190336749633967,-0.2035398230088495,5415,5871,0.0404040404040404,0.9977924900759714,0.1280353195230228,0.3792093704245973,0.3162518301610542,1.0,0.5,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.25,1.0,510,0,Balanced All-Rounder
hawlucha,fighting,flying,78,92,75,74,63,118,,166,177.0,0.8960468521229868,0.108433734939759,5850,4914,-0.0869565217391304,0.9378531020460276,0.6666666629001884,0.2254758418740849,0.3674963396778916,2.0,1.0,1.0,2.0,0.5,2.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,0.5,0.5,500,3,Balanced All-Rounder
haxorus,dragon,,76,147,90,60,70,97,,207,198.0,0.698389458272328,0.4202898550724637,6840,5320,-0.125,1.045454540174472,0.4898989874247526,0.2935578330893119,0.5080527086383602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,540,2,Physical Attacker
heatmor,fire,,85,97,66,105,66,65,,202,174.5,0.3008784773060029,-0.0396039603960396,5610,5610,0.0,1.1575931165753977,0.3724928345415883,0.3418740849194729,0.3396778916544656,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,484,6,Balanced All-Rounder
heatran,fire,steel,91,90,106,130,106,77,,220,257.5,0.4355783308931186,-0.1818181818181818,9646,9646,0.0,0.8543689287208974,0.2990291250523141,0.8199121522693997,0.7994143484626647,1.0,0.25,0.25,2.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,600,5,Balanced All-Rounder
heliolisk,electric,normal,62,55,52,109,94,109,,164,177.0,0.8257686676427526,-0.3292682926829268,3224,5828,0.2876712328767123,0.9265536670816176,0.6158192055603435,0.3718887262079063,0.0468521229868228,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,481,8,Balanced All-Rounder
heracross,bug,fighting,80,125,75,40,95,85,,165,210.0,0.5314787701317716,0.5151515151515151,6000,7600,0.1176470588235294,0.7857142819727891,0.4047619028344671,0.6281112737920937,0.390922401171303,2.0,0.5,1.0,2.0,1.0,2.0,0.5,0.25,1.0,0.25,1.0,0.5,2.0,0.5,1.0,4.0,0.5,0.25,500,3,Physical Attacker
hippowdon,ground,,108,112,118,68,72,47,,180,244.0,0.1522693997071742,0.2444444444444444,12744,7776,-0.2421052631578947,0.737704915009406,0.1926229500302338,0.6588579795021962,0.944363103953148,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,525,1,Balanced All-Rounder
hitmonchan,fighting,,50,105,79,35,110,76,,140,214.0,0.4297218155197657,0.5,3950,5500,0.164021164021164,0.6542056044196,0.3551401852563542,0.3250366032210834,0.1024890190336749,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,455,3,Physical Attacker
hitmonlee,fighting,,50,120,53,35,110,87,,155,188.0,0.5651537335285505,0.5483870967741935,2650,5500,0.3496932515337423,0.8244680807209145,0.4627659549852875,0.3250366032210834,0.0263543191800878,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,455,3,Physical Attacker
hitmontop,fighting,,50,95,95,35,110,70,,130,230.0,0.3623718887262079,0.4615384615384615,4750,5500,0.073170731707317,0.5652173888468809,0.3043478247637051,0.3250366032210834,0.1961932650073206,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,455,3,Physical Attacker
ho-oh,fire,flying,106,130,90,110,154,90,,240,297.0,0.5966325036603221,0.0833333333333333,9540,16324,0.2622950819672131,0.8080808053599973,0.303030302009999,0.9904831625183016,0.794289897510981,1.0,0.5,0.5,4.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,4.0,0.25,1.0,0.5,1.0,1.0,1.0,680,6,Balanced All-Rounder
honchkrow,dark,flying,100,125,52,105,52,71,,230,154.0,0.3887262079062957,0.0869565217391304,5200,5200,0.0,1.4935064838083996,0.4610389580452015,0.2562225475841874,0.260614934114202,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,505,3,Balanced All-Rounder
hoopa,psychic,ghost,80,110,60,150,130,70,,260,230.0,0.3623718887262079,-0.1538461538461538,4800,10400,0.3684210526315789,1.1304347776937618,0.3043478247637051,0.8792093704245973,0.2035139092240117,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,600,0,Balanced All-Rounder
houndoom,dark,fire,75,90,50,110,80,95,,200,167.5,0.6654465592972182,-0.1,3750,6000,0.2307692307692307,1.1940298436177323,0.5671641757184228,0.4004392386530014,0.0739385065885798,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0.5,0.5,2.0,0.5,500,6,Balanced All-Rounder
houndstone,ghost,,72,101,100,50,97,68,,151,233.0,0.3338213762811127,0.3377483443708609,7200,6984,-0.015228426395939,0.6480686667464864,0.291845492309676,0.541727672035139,0.5541727672035139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,488,3,Physical Attacker
huntail,water,,55,104,105,94,75,52,,198,207.5,0.1976573938506588,0.0505050505050505,5775,4125,-0.1666666666666666,0.954216862871244,0.2506024084308317,0.0885797950219619,0.3572474377745241,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,485,10,Balanced All-Rounder
hydrapple,grass,dragon,106,80,110,120,80,44,,200,243.0,0.116398243045388,-0.2,11660,8480,-0.1578947368421052,0.8230452641026944,0.1810699581025927,0.7291361639824304,0.91800878477306,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,1.0,540,8,Balanced All-Rounder
hydreigon,dark,dragon,92,105,90,125,90,98,,230,226.0,0.7071742313323572,-0.0869565217391304,8280,8280,0.0,1.0176991105411544,0.4336283166653614,0.712298682284041,0.7108345534407028,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,600,2,Balanced All-Rounder
hypno,psychic,,85,73,70,73,115,67,,146,227.5,0.3279648609077599,0.0,5950,9775,0.2432432432432432,0.6417582389373264,0.2945054932109648,0.8323572474377745,0.3799414348462664,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,483,0,Balanced All-Rounder
illumise,bug,,65,47,75,73,85,85,,120,192.5,0.5314787701317716,-0.2166666666666666,4875,5525,0.0625,0.6233766201383033,0.4415584392646315,0.3294289897510981,0.2174231332357247,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,0.5,0.5,430,3,Balanced All-Rounder
incineroar,fire,dark,95,115,90,80,90,60,,195,227.5,0.2532942898975109,0.1794871794871795,8550,8550,0.0,0.8571428533751962,0.2637362625769834,0.7379209370424598,0.732796486090776,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0.5,0.5,2.0,0.5,530,6,Balanced All-Rounder
infernape,fire,fighting,76,104,71,104,71,108,,208,180.0,0.8162518301610542,0.0,5396,5396,0.0,1.1555555491358025,0.5999999966666667,0.3103953147877013,0.3074670571010249,2.0,0.5,0.5,2.0,1.0,4.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,2.0,0.5,534,6,Fast Attacker
inteleon,water,,70,85,65,125,65,120,,210,165.0,0.9055636896046853,-0.1904761904761904,4550,4550,0.0,1.2727272650137742,0.7272727228650138,0.1530014641288433,0.1742313323572474,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,530,10,Fast Attacker
iron-boulder,rock,psychic,90,120,80,68,108,124,,188,233.0,0.9253294289897512,0.2765957446808511,7200,9720,0.1489361702127659,0.8068669493267513,0.5321888389176445,0.8228404099560761,0.5541727672035139,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,590,4,Fast Attacker
iron-bundle,ice,water,56,80,114,124,60,136,,204,202.0,0.9773060029282576,-0.2156862745098039,6384,3360,-0.3103448275862069,1.0099009850995,0.6732673233996668,0.0439238653001464,0.4392386530014641,1.0,1.0,0.25,1.0,1.0,0.5,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,570,5,Speed Sweeper
iron-crown,steel,psychic,90,72,100,122,108,98,,194,253.0,0.7071742313323572,-0.2577319587628865,9000,9720,0.0384615384615384,0.7667984159415082,0.3873517771250918,0.8228404099560761,0.7598828696925329,1.0,0.5,0.5,1.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,2.0,590,0,Balanced All-Rounder
iron-hands,fighting,electric,154,140,108,50,68,50,,190,253.0,0.1756954612005856,0.4736842105263157,16632,10472,-0.2272727272727272,0.7509881393241575,0.1976284577168835,0.890190336749634,0.986822840409956,2.0,1.0,2.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,1.0,0.5,2.0,1.0,0.5,570,5,Balanced All-Rounder
iron-jugulis,dark,flying,94,80,86,122,80,108,,202,213.0,0.8162518301610542,-0.2079207920792079,8084,7520,-0.036144578313253,0.9483568030593578,0.5070422511406467,0.6193265007320644,0.6837481698389458,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,570,3,Fast Attacker
iron-leaves,grass,psychic,90,130,88,70,108,104,,200,241.0,0.7796486090775988,0.3,7920,9720,0.1020408163265306,0.8298755152287323,0.4315352679189408,0.8228404099560761,0.6471449487554904,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,0.5,1.0,0.25,1.0,590,8,Fast Attacker
iron-moth,fire,poison,80,70,60,140,110,110,,210,210.0,0.8448023426061494,-0.3333333333333333,4800,8800,0.2941176470588235,0.9999999952380952,0.5238095213151928,0.7540263543191801,0.2035139092240117,1.0,0.5,0.5,4.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,0.25,0.5,0.5,1.0,2.0,2.0,570,6,Fast Attacker
iron-thorns,rock,electric,100,134,110,70,84,72,,204,244.0,0.3938506588579795,0.3137254901960784,11000,8400,-0.134020618556701,0.8360655703439935,0.2950819660037624,0.7232796486090776,0.8894582723279648,1.0,2.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,4.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,570,5,Physical Attacker
iron-treads,ground,steel,90,112,120,72,70,106,,184,235.0,0.8052708638360175,0.217391304347826,10800,6300,-0.2631578947368421,0.782978720072431,0.4510638278678135,0.4465592972181552,0.8850658857979502,1.0,1.0,0.5,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,570,0,Fast Attacker
iron-valiant,fairy,fighting,74,130,90,120,60,116,,250,187.0,0.890190336749634,0.04,6660,4440,-0.2,1.336898388572736,0.6203208522977495,0.1332357247437774,0.4831625183016105,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,2.0,4.0,0.5,0.5,590,2,Fast Attacker
jellicent,water,ghost,100,60,70,85,105,60,,145,225.0,0.2532942898975109,-0.1724137931034483,7000,10500,0.2,0.6444444415802469,0.2666666654814815,0.8938506588579795,0.5212298682284041,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.5,0.5,2.0,1.0,480,10,Balanced All-Rounder
